Shared_Markers,k0,k1,k2,Share_allele,Value,True_positive,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10
15,0,9,6,21,3000.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,1000-9999,142502,F,134102,F,3.4771212547196626
15,0,7,8,23,100000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,043201,F,043201,S,5.0
14,1,7,7,21,200.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100-999,090101,S,135902,F,2.3010299956639813
15,0,9,6,21,90000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,099801,S,099801,F,4.954242509439325
15,0,12,3,18,260.706,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,120002,S,042802,S,2.4161510263233197
14,1,9,5,19,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,002202,S,140802,S,0.0
14,1,9,5,19,100.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,084602,F,102802,S,2.0
15,0,6,9,24,30000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,10000-99999,008201,S,008201,F,4.477121254719663
15,0,11,4,19,4.85946,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,0-99,105302,S,015002,S,0.686588011638831
14,1,10,4,18,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,077002,S,005502,F,0.0
14,1,9,5,19,4.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,071201,S,132602,F,0.6020599913279624
14,1,8,6,20,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,024902,F,142701,F,0.3010299956639812
15,0,6,9,24,40000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,066301,F,066301,S,4.6020599913279625
15,0,6,9,24,781289000.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,1000000+,047901,S,047901,F,8.892811709791554
15,0,9,6,21,903.324,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,051102,S,064902,F,2.9558435489561035
15,0,5,10,25,400000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,142901,S,142901,F,5.6020599913279625
14,1,7,7,21,9.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,103802,F,069502,S,0.9542425094393249
15,0,6,9,24,200000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,078801,F,078801,S,5.301029995663981
15,0,10,5,20,990.493,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100-999,015701,S,057302,F,2.995851410644767
15,0,7,8,23,90000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-7,7:743,10000-99999,067601,S,067601,F,4.954242509439325
15,0,6,9,24,14820.3,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,036201,S,036201,F,4.1708569949406025
15,0,9,6,21,50000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,10000-99999,110601,F,110601,S,4.698970004336019
14,1,9,5,19,5.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,133602,S,040902,S,0.6989700043360189
14,1,7,7,21,10.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,068201,S,039002,F,1.0
15,0,7,8,23,20000.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,10000-99999,039102,S,021702,F,4.301029995663981
15,0,11,4,19,200.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,070302,F,126402,S,2.3010299956639813
14,1,11,3,17,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,046102,S,006802,S,0.0
15,0,7,8,23,100000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,091301,F,091301,S,5.0
15,0,9,6,21,1000.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,1000-9999,040701,F,082802,S,3.0
15,0,6,9,24,100000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,100000-999999,107901,S,107901,F,5.0
14,1,10,4,18,5.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,078801,F,117502,S,0.6989700043360189
15,0,6,9,24,532828.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,115701,S,115701,F,5.726587038846138
14,1,9,5,19,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,0-99,083001,S,136002,F,0.3010299956639812
15,0,8,7,22,1779730.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,068701,S,068701,F,6.250354121182888
14,1,7,7,21,3.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,088201,S,045002,F,0.47712125471966244
15,0,7,8,23,104760.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,100000-999999,103201,S,103201,F,5.020195489753195
15,0,8,7,22,7768.97,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,1000-9999,114601,S,114601,F,3.890363444416381
15,0,8,7,22,298787.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-15,15:735,100000-999999,077601,S,077601,F,5.4753616977247335
15,0,7,8,23,70000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-7,7:743,10000-99999,049201,S,049201,F,4.845098040014257
15,0,11,4,19,2071.79,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,1000-9999,129702,S,051402,S,3.3163457325098618
15,0,7,8,23,2000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,1000-9999,092401,S,092401,F,3.3010299956639813
14,1,6,8,22,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,000301,S,007102,F,0.3010299956639812
14,1,8,6,20,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,099501,S,008301,S,0.3010299956639812
14,1,9,5,19,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,102702,S,000601,F,0.0
14,1,5,9,23,7.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,146501,S,132802,S,0.8450980400142568
14,1,7,7,21,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-7,7:743,0-99,120602,S,049201,F,0.0
15,0,8,7,22,5000000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000000+,068701,F,068701,S,6.698970004336019
15,0,8,7,22,43337.7,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,061201,S,061201,F,4.636865858903183
15,0,6,9,24,30000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,10000-99999,147301,S,147301,F,4.477121254719663
14,1,6,8,22,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,046102,F,122302,S,0.3010299956639812
15,0,7,8,23,4953.92,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,084901,S,084901,F,3.6949489889597324
14,1,8,6,20,3.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,078401,S,145902,F,0.47712125471966244
15,0,6,9,24,365670.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,124001,S,124001,F,5.563089331765736
14,1,8,6,20,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,006501,S,118101,F,0.0
15,0,6,9,24,400000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,111101,F,111101,S,5.6020599913279625
13,2,7,6,19,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,071102,S,096702,F,0.0
15,0,7,8,23,18086.1,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,087501,S,087501,F,4.257344927772904
15,0,6,9,24,6693000.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000000+,134001,S,134001,F,6.8256208250035
15,0,6,9,24,1000000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,1000000+,127601,S,127601,F,6.0
15,0,6,9,24,600000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,006701,F,006701,S,5.778151250383644
15,0,9,6,21,1000000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,1000000+,133401,F,133401,S,6.0
15,0,9,6,21,819.801,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,047002,F,006202,S,2.9137084437367857
15,0,7,8,23,20000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-60,60:690,10000-99999,042001,S,042001,F,4.301029995663981
15,0,10,5,20,42.964,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-97,97:653,0-99,034401,F,063702,S,1.6331047079116674
14,1,12,2,16,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,135601,F,018402,F,0.3010299956639812
15,0,6,9,24,3567740.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,006701,S,006701,F,6.55239319753155
14,1,6,8,22,10.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,101302,F,059302,F,1.0
15,0,8,7,22,114780.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,009001,S,009001,F,5.05986622041094
15,0,6,9,24,135006.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,053601,S,053601,F,5.13035307004306
15,0,8,7,22,214.197,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,016902,F,037402,F,2.3308133838974725
15,0,7,8,23,1840.06,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-30,30:720,1000-9999,018101,S,018101,F,3.2648319845552267
15,0,6,9,24,32671.7,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,140701,S,140701,F,4.514171732620861
15,0,5,10,25,29302.2,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,018501,S,018501,F,4.466900228271923
15,0,9,6,21,20000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,123001,S,123001,F,4.301029995663981
15,0,4,11,26,303893.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,009401,S,009401,F,5.482720696472223
15,0,7,8,23,800000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,100000-999999,144801,S,144801,F,5.903089986991944
14,1,4,10,24,20.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,098702,F,111002,S,1.3010299956639813
15,0,10,5,20,1858.31,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,012302,S,053401,F,3.2691181639414166
15,0,5,10,25,20000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,131101,S,131101,F,4.301029995663981
14,1,8,6,20,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,111502,F,084602,S,0.0
15,0,4,11,26,90000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,085201,S,085201,F,4.954242509439325
15,0,6,9,24,10000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,135501,F,135501,S,4.0
15,0,7,8,23,900000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,100601,S,100601,F,5.954242509439325
14,1,9,5,19,50.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,117801,S,149602,S,1.6989700043360187
14,1,9,5,19,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,041801,F,066701,S,0.3010299956639812
15,0,7,8,23,200000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,100000-999999,096401,F,096401,S,5.301029995663981
15,0,6,9,24,1342120.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,027401,S,027401,F,6.127791348178668
15,0,10,5,20,60.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,117202,F,016802,S,1.7781512503836436
15,0,9,6,21,2972.38,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,115801,S,115801,F,3.473104330443023
14,1,9,5,19,10.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,006501,F,132902,S,1.0
15,0,7,8,23,50000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,10000-99999,048301,F,048301,S,4.698970004336019
15,0,8,7,22,125832.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,134301,S,134301,F,5.099791099425329
13,2,3,10,23,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,123102,F,116501,S,0.0
15,0,7,8,23,92724.5,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,096401,S,096401,F,4.9671945001529645
15,0,5,10,25,84655.1,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,002101,S,002101,F,4.927653127065611
15,0,9,6,21,1000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,042201,F,042201,S,3.0
14,1,6,8,22,7.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,020602,S,135902,S,0.8450980400142568
13,2,8,5,18,20.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,068601,S,114102,S,1.3010299956639813
14,1,9,5,19,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,0-99,050501,S,136302,S,0.0
15,0,5,10,25,19581.9,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,048601,S,048601,F,4.291854828400846
15,0,5,10,25,500000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-30,30:720,100000-999999,008901,F,008901,S,5.698970004336019
14,1,6,8,22,10.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,103201,S,007702,S,1.0
15,0,6,9,24,95841.8,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,013101,S,013101,F,4.9815549615845365
15,0,4,11,26,18664900.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,057901,S,057901,F,7.27102566747076
15,0,7,8,23,7012.8,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000-9999,113301,S,113301,F,3.845891453309884
15,0,12,3,18,181.438,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,100-999,107202,F,132802,S,2.258728249989758
13,2,9,4,17,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,135802,S,129702,S,0.3010299956639812
13,2,4,9,22,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,064202,S,088302,S,0.0
15,0,8,7,22,50000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,070601,F,070601,S,4.698970004336019
15,0,8,7,22,100000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-15,15:735,100000-999999,077601,F,077601,S,5.0
15,0,6,9,24,11972.6,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,10000-99999,149701,S,149701,F,4.078188473133047
15,0,12,3,18,800.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,100-999,101902,F,049502,F,2.9030899869919438
15,0,6,9,24,10000.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,10000-99999,016902,F,034401,S,4.0
13,2,5,8,21,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,042201,F,051602,S,0.3010299956639812
14,1,7,7,21,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,0-99,067401,F,051702,F,0.0
15,0,7,8,23,3742320.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000000+,102501,S,102501,F,6.573140920601806
15,0,9,6,21,67864.1,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,039601,S,039601,F,4.831640093941388
15,0,10,5,20,213.75,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100-999,041201,S,085301,F,2.3299061234002103
15,0,5,10,25,70000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,100401,F,100401,S,4.845098040014257
14,1,7,7,21,20.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,044402,S,135802,F,1.3010299956639813
14,1,11,3,17,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,103002,F,000301,S,0.3010299956639812
15,0,9,6,21,90000000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,1000000+,062701,F,062701,S,7.954242509439325
15,0,7,8,23,90000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,094601,S,094601,F,4.954242509439325
15,0,8,7,22,1102.16,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-1,1:749,1000-9999,006102,S,065102,F,3.042244645398848
15,0,5,10,25,9000000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000000+,070201,S,070201,F,6.954242509439325
15,0,7,8,23,71853.5,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,024101,S,024101,F,4.856447927566494
15,0,6,9,24,90000.0,1,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,10000-99999,068601,F,068601,S,4.954242509439325
14,1,8,6,20,6.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,084301,S,089002,F,0.7781512503836436
15,0,9,6,21,14366.8,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,119401,S,119401,F,4.157360045997604
15,0,9,6,21,10493.1,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,000901,S,000901,F,4.020903811740002
14,1,9,5,19,1.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,115801,S,134602,S,0.0
14,1,8,6,20,6.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,138702,S,105102,S,0.7781512503836436
14,1,6,8,22,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,125802,F,116502,F,0.3010299956639812
14,1,5,9,23,4.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,0-99,096102,F,123102,F,0.6020599913279624
15,0,8,7,22,216636.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,043301,S,043301,F,5.335730628199819
15,0,7,8,23,124263.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-30,30:720,100000-999999,065101,S,065101,F,5.09434183429012
15,0,7,8,23,16490.3,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-60,60:690,10000-99999,143901,S,143901,F,4.217228556624472
15,0,9,6,21,400.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-97,97:653,100-999,071101,F,134102,S,2.6020599913279625
13,2,5,8,21,2.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,012202,F,096102,F,0.3010299956639812
15,0,5,10,25,1817090.0,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-175,175:575,1000000+,078401,S,078401,F,6.259376438334662
15,0,8,7,22,477.696,0,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-7,7:743,100-999,147101,F,095702,S,2.679151604722331
14,1,6,8,22,8.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,061302,F,012402,F,0.9030899869919435
15,0,6,9,24,52364.9,1,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,10000-99999,092101,S,092101,F,4.719040278508843
14,1,10,4,18,6.0,0,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,027702,S,043802,F,0.7781512503836436
